N,Page,Channel ID,Name,Author,Description,percentage,Tags
2563,171,3257794,wifi,mwa0000036654528,,30,
2564,171,3257787,Dev,mwa0000036654548,,30,
2565,171,3257783,upen,mwa0000036654542,,30,
2566,172,3257742,microbit,mwa0000040419319,,30,
2567,172,3257777,Rahul MAdhavani,mwa0000036681345,,30,
2568,172,3257775,exp-3,mwa0000036681338,,30,
2569,172,3257772,DHT Sensor data,mwa0000040419398,,30,
2570,172,3257764,Tanubabyyy,mwa0000036654511,,30,
2571,172,3257763,hardi,mwa0000036654528,,30,
2572,172,3257723,Wokwi,mwa0000040054825,,30,
2573,172,1275176,Telur Puyuh,mwa0000020748217,,30,
2574,172,3257663,atelierIOT,mwa0000040418952,,30,
2575,172,3257665,Ateliet IOT 2,mwa0000040418844,,30,
2576,172,3257664,Ateliet IOT,MomsTheSpike,,30,
2577,172,3257420,Temperature and Huma...,mwa0000029725596,,30,
2578,172,3257582,Wi-Fi LED,mwa0000040418602,,30,
2579,172,3257581,LedTest,mwa0000040418540,,30,
2580,172,3257585,WifiLed,mwa0000026984152,,30,
2581,173,3257586,WifiLed,mwa0000040418563,,30,
2582,173,3257580,Winston's,mwa0000040418549,,30,
2583,173,3257587,wifi_LED,mwa0000040418580,,30,
2584,173,3209278,Weather_รุ่งเพชร_3_VPD,mwa0000034293403,,30,
2585,173,3257491,Water Level Monitori...,mwa0000026525157,,30,
2586,173,3257623,LedTest,mwa0000040418543,,30,
2587,173,3257575,Ledtest,mwa0000040418567,,30,
2588,173,3209277,Weather_รุ่งเพชร_2(ค...,mwa0000034293403,,30,
2589,173,3257614,Giro tenperatura + H...,mwa0000040418627,,30,
2590,173,3209276,Weather_รุ่งเพชร_1(อ...,mwa0000034293403,,30,
2591,173,3257595,test,mwa0000039687989,,30,
2592,173,3257590,IR_Activity,mwa0000040408438,,30,
2593,173,3239237,Sensirion SEN63C,mwa0000020744350,,30,
2594,173,3257415,Alchohol Detection,mwa0000029725596,,30,
2595,173,3253458,Cambium_data,gera2345,,30,
2596,174,3257413,temp and humidity,mwa0000036461767,,30,
2597,174,3229475,SOS contact,mwa0000040148743,,30,
2598,174,3187137,Test1,zr6ljk,,30,
2599,174,3257467,high and low temp,mwa0000040417251,,30,
2600,174,3257368,kmkookko,mwa0000035709390,,30,
2601,174,469626,smart health monitering,srcembedded,,30,
2602,174,2835120,IOT Based Weather Mo...,mwa0000034535972,,30,
2603,174,3257411,Alchohol Detection,mwa0000029725596,,30,
2604,174,303007,lara-cardel,srcembedded,,30,
2605,174,3257187,Lab 6 Act 1,mwa0000034876607,,30,
2606,174,3257241,Lab 6_afiqah,mwa0000035709502,,30,
2607,174,3257225,Interfacing ESP32 an...,mwa0000040417428,,30,
2608,174,3257170,IOT Lab 5,mwa0000040417239,,30,
2609,174,3257374,Temperature Humidity,mwa0000028176242,,30,
2610,174,3257211,2403321_Lab6,mwa0000035660686,,30,
2611,175,3257232,Interfacing dht11 an...,mwa0000038522988,,30,
2612,175,3257294,Lab6,mwa0000035709381,,30,
2613,175,3257339,test,mwa0000034599541,,30,
2614,175,3257227,INTERFACING DHT11  &...,mwa0000038534237,,30,
2615,175,3257281,Naresh,mwa0000040417493,,30,
2616,175,3257251,Virtual Shepard,mwa0000034630264,,30,
2617,175,3257220,Traffic Management S...,mwa0000038860338,,30,
2618,175,3257210,LimShengDa,mwa0000035709572,,30,
2619,175,1616094,s,mwa0000024795731,,30,
2620,175,3257126,DHT,chvrt568,,30,
2621,175,3257020,thingspeak,mwa0000040416594,,30,
2622,175,3257010,Channel 3257010,mwa0000040331592,,30,
2623,175,3257002,Channel 3257002,mwa0000040331604,,30,
2624,175,3256999,CL 10/2/2026,mwa0000040357307,,30,
2625,175,3257003,Channel 3257003,mwa0000040357382,,30,
2626,176,3256980,Channel 3256980,mwa0000040331611,,30,
2627,176,3256997,Channel 3256997,mwa0000040416355,,30,
2628,176,3249317,Channel 3249317,mwa0000040357325,,30,
2629,176,3256983,Channel 3256983,mwa0000040331620,,30,
2630,176,3256996,Channel 3256996,mwa0000040356349,,30,
2631,176,3256981,Channel 3256981,mwa0000040331585,,30,
2632,176,3249307,Channel 3249307,mwa0000040331573,,30,
2633,176,3256992,Channel 3256992,mwa0000040331579,,30,
2634,176,3256972,Channel 3256972,mwa0000040357271,,30,
2635,176,3256979,Channel 3256979,mwa0000040331581,,30,
2636,176,3256988,Channel 3256988,mwa0000040331589,,30,
2637,176,3256978,Channel 3256978,mwa0000040331578,,30,
2638,176,3256985,Channel 3256985,mwa0000040331596,,30,
2639,176,3256994,Channel 3256994,mwa0000040357325,,30,
2640,176,3256973,Channel 3256973,mwa0000040331607,,30,
2641,177,3256977,Channel 3256977,mwa0000040299937,,30,
2642,177,3256975,Channel 3256975,mwa0000040357252,,30,
2643,177,3256990,Channel 3256990,mwa0000040331669,,30,
2644,177,3256982,Channel 3256982,mwa0000040331630,,30,
2645,177,3256976,Channel 3256976,mwa0000040331566,,30,
2646,177,2590091,AWD_Farm5_พิจิตร,mwa0000034367250,,30,
2647,177,3256859,Channel 13,mwa0000040415891,,30,
2648,177,3256869,TEST_溫濕度控制,mwa0000040415937,,30,
2649,177,3256871,wei,mwa0000040415898,,30,
2650,177,3256863,溫度與濕度感測,mwa0000040415881,,30,
2651,177,3256867,溫度與濕度感測,mwa0000040415908,,30,
2652,177,3256868,LAI,mwa0000040415883,,30,
2653,177,3256864,溫度與濕度感測,mwa0000040415890,,30,
2654,177,3252115,Data_Greenhouse,mwa0000040376643,,30,
2655,177,3256861,溫濕感測,mwa0000040415916,,30,
2656,178,3256866,Temperture & Humidity,mwa0000040415885,,30,
2657,178,3256862,none,mwa0000040415936,,30,
2658,178,3256836,DHT22,mwa0000040415764,,30,
2659,178,3228116,Raspberry Pi data,mwa0000040128342,,30,
2660,178,3256833,Ultrasonic,mwa0000040415661,,30,
2661,178,3256832,esp32 n dht22,mwa0000040415659,,30,
2662,178,3256829,plant monitoring,mwa0000040415567,,30,
2663,178,3256773,Sensores mangos,mwa0000040415402,,30,
2664,178,3228108,Raspberry Pi data,mwa0000040128342,,30,
2665,178,3256762,Demo_IoT,mwa0000028152873,,30,
2666,178,3256782,CadenaFrio_GrupoINGETEC,mwa0000030934261,,30,
2667,178,3256777,Lab IoT,mwa0000032954377,,30,
2668,178,3256768,CadenaFrio_GrupoInnova,mwa0000036771020,,30,
2669,178,3256766,Cadena de frío en lo...,mwa0000030893638,,30,
2670,178,3256753,Demo_IoT,mwa0000028152873,,30,
2671,179,3256752,Lab3_DemoIoT,mwa0000029878007,,30,
2672,179,3256749,IoT,mwa0000032954377,,30,
2673,179,3256747,Demo_IoT,mwa0000040410422,,30,
2674,179,3252396,Projeto integrador,mwa0000039239923,,30,
2675,179,3256745,Smart water monitoring,mwa0000037106465,,30,
2676,179,3256743,Smart building using...,mwa0000039726059,,30,
2677,179,2199622,AIRQO-G5245,airqodata02,,30,
2678,179,2830282,AIRQO_G5379,airqodata02,,30,
2679,179,2300622,AIRQO_G5280,airqodata02,,30,
2680,179,2874905,airqo_g5480,airqodata02,,30,
2681,179,2874892,airqo_g5474,airqodata02,,30,
2682,179,3255070,4G_HTTP_DHT11,mwa0000040391818,,30,
2683,179,2874879,airqo_g5469,airqodata02,,30,
2684,179,2874907,airqo_g5482,airqodata02,,30,
2685,179,1873248,Airqo_G594,airqodata02,,30,
2686,180,2963646,airqo_g5500,airqodata02,,30,
2687,180,3256727,plant house,stephenprust,,30,
2688,180,2963618,airqo_g5488,airqodata02,,30,
2689,180,3256725,Deteccionn de llenad...,mwa0000028857616,,30,
2690,180,2295434,Micro redes2,mwa0000031570653,,30,
2691,180,907720,Lake House Temps,abbarnes68,,30,
2692,180,3256573,EasyAgro SC2,mwa0000040409884,,30,
2693,180,911114,TSM,mwa0000016854049,,30,
2694,180,3193631,ANTI-THEFT IOT SYSTEM,mwa0000039837444,,30,
2695,180,3256698,IV-Kone,mwa0000040413258,,30,
2696,180,3256692,Examen_3P_TE_202551_...,mwa0000040413222,,30,
2697,180,3256701,Examen_3P_TE_202551_...,mwa0000040413257,,30,
2698,180,3256696,Examen_3P_TE_202551_...,mwa0000040340165,,30,
2699,180,3256700,Examen_3P_TE_202551_...,mwa0000040413259,,30,
2700,180,3256689,Examen_3P_TE_202551_...,mwa0000040252062,,30,
2701,181,3256682,Examen_3P_TE_202551_...,mwa0000040222888,,30,
2702,181,3256690,Examen_3P_TE_202551_...,mwa0000040391528,,30,
2703,181,3256683,Examen_3P_TE_202551_...,mwa0000040283727,,30,
2704,181,3237913,Examen_3P_TE_202551_...,mwa0000026939553,,30,
2705,181,3256685,Sistema Alerta Servi...,mwa0000040194492,,30,
2706,181,3256679,Examen_3P_TE_202551_...,mwa0000040412241,,30,
2707,181,2874910,airqo_g5483,airqodata02,,30,
2708,181,3256662,Горелка 1 мВат,mwa0000036894984,,30,
2709,181,3256636,STM32_ESP8266,mwa0000040412618,,30,
2710,181,1052088,StazioneMeteo,zigolo,,30,
2711,181,3254912,Channel 3254912,mwa0000040399479,,30,
2712,181,3249157,Control Pileta pH,mwa0000034724226,,30,
2713,181,3256623,Weather Monitor,mwa0000040374799,,30,
2714,181,3249284,Monitoring,mwa0000040356784,,30,
2715,181,2966662,Sistem Pemantauan Da...,mwa0000036975343,,30,
2716,182,3254680,Helper Hat,mwa0000035812128,,30,
2717,182,2506736,Pomiary Gliwice,mwa0000020827931,,30,
2718,182,3249232,ARQ III,mwa0000040356417,,30,
2719,182,1012150,POSTURE SYSTEM,ThingspeakP,,30,
2720,182,3230615,Air Quality Health M...,mwa0000039978434,,30,
2721,182,1667488,Meteo WO - Nano1 - 2...,patrickkamiel,,30,
2722,182,3256540,CadenaFrio_Catedratico,mwa0000040410422,,30,
2723,182,1427945,DOT Oil Quality Moni...,sunilbshinde,,30,
2724,182,2266739,AIRQO_G5249,airqodata02,,30,
2725,182,3247590,HOME  AUTOMATION,mwa0000040337212,,30,
2726,182,3243503,Monitoraggio impiant...,mwa0000029375804,,30,
2727,182,3256471,ANABYSSOS,mwa0000038607350,,30,
2728,182,3256489,data from app,mwa0000040263126,,30,
2729,182,3256486,data from app,mwa0000040263099,,30,
2730,182,3256499,Data From APP,mwa0000040263098,,30,
2731,183,3256484,Data from App,mwa0000040263121,,30,
2732,183,3256488,09022006,mwa0000040263115,,30,
2733,183,3239765,Data from app,mwa0000040263120,,30,
2734,183,3239869,ass1,mwa0000040263099,,30,
2735,183,3203635,Smart Irrigation plants,mwa0000028847049,,30,
2736,183,512607,smart multifloor par...,srcembedded,,30,
2737,183,3256461,fn,mwa0000028822730,,30,
2738,183,250975,Vlara agg ESPNOW,srcembedded,,30,
2739,183,3253947,Channel 3253947,mwa0000038513168,,30,
2740,183,1006415,MONITORING OF MINING...,ThingspeakP,,30,
2741,183,3240395,Iot for iot,mwa0000040272230,,30,
2742,183,3256426,NVE DATA,mwa0000040052286,,30,
2743,183,3256422,test,mwa0000040052416,,30,
2744,183,3256423,NVE DATA,mwa0000040052298,,30,
2745,183,3256415,ENV DATA,mwa0000040052327,,30,
2746,184,3256416,ENV Data,mwa0000040052301,,30,
2747,184,3220339,TempandHumid,mwa0000040052274,,30,
2748,184,3237245,Temp monitoring,mwa0000036236930,,30,
2749,184,3240317,TempandHumid,mwa0000040271734,,30,
2750,184,3220365,TemperatureHumidity,mwa0000040052428,,30,
2751,184,3248355,test2,mwa0000040052339,,30,
2752,184,3248987,TELEMETRÍA,Angela,,30,
2753,184,3103098,EV Charging Road,mwa0000038696038,,30,
2754,184,3256421,LED,mwa0000035571131,,30,
2755,184,2034813,acasa_indoor,adrianandrei44,,30,
2756,184,3256278,MANUAL CONTROL,mwa0000040225720,,30,
2757,184,3256266,gasQ,mwa0000040408135,,30,
2758,184,3256249,Monitor PC Practica 1,mwa0000040239714,,30,
2759,184,2461593,SOLARY -GARAŻ,ardu19071950,,30,
2760,184,2920489,eWON,mwa0000037038962,,30,
2761,185,3256235,pwm,mwa0000040407841,,30,
2762,185,3247325,IoT-jaakaappi,mwa0000040335580,,30,
2763,185,3256230,dht,mwa0000040407841,,30,
2764,185,3217387,STHC,mwa0000032799120,,30,
2765,185,3217389,STHD,mwa0000032799120,,30,
2766,185,2765612,STHB,mwa0000032799120,,30,
2767,185,3256003,IOT,mwa0000036852654,,30,
2768,185,3256196,dht,mwa0000040407517,,30,
2769,185,3255058,Klimaregelung,mwa0000040401671,,30,
2770,185,2036374,愛河,mwa0000029068820,,30,
2771,185,3256151,Animal detection iot...,mwa0000040407225,,30,
2772,185,3256159,BATTERY MANAGEMENT S...,mwa0000040406625,,30,
2773,185,3255807,Raspberry Pi Interface,mwa0000035750210,,30,
2774,185,3255570,Channel 3255570,mwa0000036601356,,30,
2775,185,3256036,IOT ENABLED SMART EL...,mwa0000040406034,,30,
2776,186,3255992,Robot Sensor,mwa0000040406571,,30,
2777,186,3255985,IOT DATA,mwa0000040406625,,30,
2778,186,3229771,Room_Humidity,mwa0000040112343,,30,
2779,186,3226864,Room Monitor,mwa0000040112343,,30,
2780,186,3237382,VIKAS,elegantashok,,30,
2781,186,2339400,AIRQO_G5311,airqodata02,,30,
2782,186,3255898,AppleChannel,mwa0000040334294,,30,
2783,186,3250578,Smart energy mangeme...,mwa0000002459743,,30,
2784,186,3255883,Alcohol Detection,mwa0000028176242,,30,
2785,186,3255877,alcohol detection,mwa0000036461767,,30,
2786,186,3255882,Alchohol Detection,mwa0000029725596,,30,
2787,186,3255694,Lab 6,mwa0000036598650,,30,
2788,186,3255682,WU QIN CHENG,mwa0000034857257,,30,
2789,186,3247904,ESP32&DHT22,mwa0000040296530,,30,
2790,186,3253709,DHT11,mwa0000040386652,,30,
2791,187,3255729,IoT project,mwa0000033333482,,30,
2792,187,3255655,Lab6,mwa0000034853645,,30,
2793,187,3255653,Lab_6,mwa0000034853536,,30,
2794,187,3255744,Channel 3255744,mwa0000029926701,,30,
2795,187,3253719,DHT11,mwa0000040386475,,30,
2796,187,3255731,COMP&ROBOTICS_FINAL ...,mwa0000038921248,,30,
2797,187,3255456,jayaultrapromax,mwa0000040386638,,30,
2798,187,3255606,pavan,mwa0000040404873,,30,
2799,187,3255453,VDT,mwa0000040386652,,30,
2800,187,3255772,LED,mwa0000040393973,,30,
2801,187,3255659,Jutonnng,mwa0000036601391,,30,
2802,187,3255566,IoT - 2401461,mwa0000034850314,,30,
2803,187,3255730,project,mwa0000039566772,,30,
2804,187,3255656,jl,mwa0000036603023,,30,
2805,187,3254938,Guzman,mwa0000040399755,,30,
2806,188,3255651,temp,mwa0000040404350,,30,
2807,188,3255474,REXXX,mwa0000036604222,,30,
2808,188,3255604,temp,mwa0000040404294,,30,
2809,188,3253721,LEDEMO,mwa0000040386693,,30,
2810,188,3246717,Aithagoni Sowmya,mwa0000040332814,,30,
2811,188,3246681,sandy,mwa0000040332866,,30,
2812,188,3255582,led,mwa0000040386621,,30,
2813,188,3255538,temperature,mwa0000040404261,,30,
2814,188,3255597,TEMP,mwa0000040404323,,30,
2815,188,3255524,IOT EX 4,mwa0000040399719,,30,
2816,188,3255568,Lab6,mwa0000036607761,,30,
2817,188,3255532,tempertature1,mwa0000038112611,,30,
2818,188,3252504,PET Tracker,mwa0000040382698,,30,
2819,188,3255451,Temp,mwa0000040404637,,30,
2820,188,3255485,ir_sensor_alert,mwa0000036398047,,30,
2821,189,3255343,Virtual IR Sensor,mwa0000036398047,,30,
2822,189,3255449,雲端叫號系統,mwa0000040403304,,30,
2823,189,3255447,雲端叫號,mwa0000040403484,,30,
2824,189,3255444,Hospital,mwa0000040403398,,30,
2825,189,3255446,temp,mwa0000038112611,,30,
2826,189,3255445,雲端叫號系統,mwa0000040403433,,30,
2827,189,3255443,醫院叫號服務,mwa0000024419204,,30,
2828,189,3255441,雲端叫號,mwa0000040403297,,30,
2829,189,3255436,醫院叫號,mwa0000040403307,,30,
2830,189,3255437,Hospital,mwa0000040403296,,30,
2831,189,3255438,Hospital,mwa0000040403300,,30,
2832,189,3255439,Hospital,mwa0000040403256,,30,
2833,189,3255435,雲端叫號系統,mwa0000040403293,,30,
2834,189,3255434,叫號系統,mwa0000025194650,,30,
2835,189,3255433,雲端叫號,wintone5782,,30,
2836,190,3255425,ThingSpeak 雲端叫號系統,mwa0000040403292,,30,
2837,190,3255429,雲端叫號系統,mwa0000040403262,,30,
2838,190,3255430,雲端帳號系統,mwa0000040403263,,30,
2839,190,3255431,雲端叫號,mwa0000040403342,,30,
2840,190,3255428,ThingSpeak Call Number,mwa0000040403251,,30,
2841,190,3255427,雲端叫號,mwa0000040403305,,30,
2842,190,3255426,雲端叫號,wujackymp,,30,
2843,190,3255421,醫院叫號,mwa0000040403283,,30,
2844,190,3255417,雲端叫號系統,wjm19760325,,30,
2845,190,3255418,hosptial,mwa0000028011214,,30,
2846,190,3255419,雲端叫號系統,mwa0000040403223,,30,
2847,190,3255397,day6.2,mwa0000040404415,,30,
2848,190,3254939,GPS + MPU6050 Tracker,mwa0000040399884,,30,
2849,190,3254956,Respiratory analysis,mwa0000032692295,,30,
2850,190,3255325,test,mwa0000039117843,,30,
2851,191,3255324,iot lab,mwa0000040331701,,30,
2852,191,3255323,IoT Lab 2,mwa0000040331703,,30,
2853,191,3255312,"SYCM2_40,53_46",mwa0000036631118,,30,
2854,191,3255308,IOT Exp4,mwa0000036665991,,30,
2855,191,3255297,IoT Distance,mwa0000036633517,,30,
2856,191,3255304,mercy,mwa0000040403990,,30,
2857,191,3246426,IoT Lab 1,mwa0000036620777,,30,
2858,191,3255303,ultrasonic,mwa0000036633469,,30,
2859,191,3255292,Ultrasonic exp 4,mwa0000036633443,,30,
2860,191,2837404,IIoT Class,cmkiew8sit,,30,
2861,191,3255204,microbit,mwa0000040403371,,30,
2862,191,3244084,AppleChannel,mwa0000040309925,,30,
2863,191,3255128,wemos iot,mwa0000040403129,,30,
2864,191,3255215,Wemos IoT,mwa0000040403098,,30,
2865,191,3255195,溫溼度數據收集,mwa0000040403223,,30,
2866,192,3255137,Wemos IoT,mwa0000040403060,,30,
2867,192,3255157,Channel 3255157,mwa0000040359447,,30,
2868,192,3255164,Channel 3255164,mwa0000040359285,,30,
2869,192,3255156,Channel 3255156,mwa0000040359172,,30,
2870,192,3250020,Channel 3250020,mwa0000040359151,,30,
2871,192,3255158,Aπ,mwa0000040359118,,30,
2872,192,3255159,Channel 3255159,mwa0000040359168,,30,
2873,192,3255160,CL Ch 14 Task 14,mwa0000040359161,,30,
2874,192,3255161,Channel 3255161,mwa0000040359141,,30,
2875,192,3255155,Channel 3255155,mwa0000040359129,,30,
2876,192,3255163,Channel 3255163,mwa0000040359149,,30,
2877,192,3255170,Channel 3255170,mwa0000040359139,,30,
2878,192,3255173,Channel 3255173,mwa0000040359203,,30,
2879,192,3255152,Channel 3255152,mwa0000040299937,,30,
2880,192,3255153,F2CL,mwa0000040359175,,30,
2881,193,3255181,Wemos Iot lab 3,mwa0000040403186,,30,
2882,193,3255149,Lab 3,mwa0000040403241,,30,
2883,193,3255147,wemos iot,mwa0000040403234,,30,
2884,193,2149105,晨揚抄表,mwa0000018306232,,30,
2885,193,3255138,wemost iot lab 3,mwa0000040403139,,30,
2886,193,3255130,Wemos IoT,mwa0000040403098,,30,
2887,193,3255132,WEMOST IOT LAB 3,mwa0000040403092,,30,
2888,193,3255117,Wemos Iot,mwa0000040403036,,30,
2889,193,3255131,WEMOS IOT LAB 3,mwa0000040403072,,30,
2890,193,3244524,IOT test data,mwa0000039689760,,30,
2891,193,3255105,UNDERGROUND CABLE FA...,mwa0000037586788,,30,
2892,193,3141902,second simulation,mwa0000035926717,,30,
2893,193,3255083,DEMO 5G Data Link,soumendra1981,,30,
2894,193,3250979,Previsao_tempo,mwa0000040368605,,30,
2895,193,3255063,F Batalla Channel 1,mwa0000040401849,,30,
2896,194,3245961,NeighbourStatus,mwa0000036046046,,30,
2897,194,3255061,Gasto ACS,mwa0000040389142,,30,
2898,194,3253995,Aerotermia,mwa0000040389142,,30,
2899,194,1668224,Domek,seba999,,30,
2900,194,3254043,SONDA TERMOMETRO,mwa0000026216459,,30,
2901,194,746999,ESP8266 - Measure Test,geppino,,30,
2902,194,3254677,Deshidratador,mwa0000026135875,,30,
2903,194,3255031,iot data simulation ...,mwa0000040401085,,30,
2904,194,3255025,ds18b20,mwa0000029692546,,30,
2905,194,3255024,Channel 3255024,mwa0000040399733,,30,
2906,194,3255023,Channel 3255023,mwa0000040399733,,30,
2907,194,3255021,Channel 3255021,mwa0000040399733,,30,
2908,194,3255020,Channel 3255020,mwa0000040399733,,30,
2909,194,3255016,sensor de temperatura,mwa0000040400888,,30,
2910,194,3253851,PV-Paul,mwa0000040387191,,30,
2911,195,191988,100 T,memoryex,,30,
2912,195,3254661,Hava ortamı,mwa0000040179004,,30,
2913,195,2266747,AIRQO_G5256,airqodata02,,30,
2914,195,3254941,Risk Detector,mwa0000037525483,,30,
2915,195,3254995,IoT worshop,mwa0000020996051,,30,
2916,195,3254988,Koti,mwa0000040212696,,30,
2917,195,3170464,MONITORING KEBAKARAN,mwa0000039657010,,30,
2918,195,3254962,skripsi asep,mwa0000040337633,,30,
2919,195,1805274,TanqueRasp,mwa0000020212127,,30,
2920,195,602877,Punto di rugiada,maxorl77,,30,
2921,195,3254928,pil mntrng,mwa0000040399716,,30,
2922,195,3254927,pil schedule,mwa0000040399716,,30,
2923,195,105492,RF,mamic2,,30,
2924,195,1470884,Greenhouse 2,wllmhrtnstn,,30,
2925,195,2241504,Aquarium,wllmhrtnstn,,30,
2926,196,3254885,class807,mwa0000040399337,,30,
2927,196,3247589,Channel 3247589,mwa0000040337544,,30,
2928,196,3254888,demo,mwa0000020996051,,30,
2929,196,3092685,Grid Voltage,pichnerg,,30,
2930,196,3012807,Wemos D1 R32,mwa0000027774102,,30,
2931,196,3199828,Rural_Area_Water_Mon...,mwa0000039653161,,30,
2932,196,3254803,Aero Shield,mwa0000040398104,,30,
2933,196,3240510,Heizung,mwa0000040268500,,30,
2934,196,258107,pil dispencer v lara,srcembedded,,30,
2935,196,243722,PILL SCHEDULES,srcembedded,,30,
2936,196,3254831,BMS,mwa0000035293736,,30,
2937,196,2582043,สมประสงค์ ฟาร์ม,mwa0000034293403,,30,
2938,196,3254802,price,mwa0000033380254,,30,
2939,196,306494,LARA-COL,srcembedded,,30,
2940,196,3254596,Test,mwa0000031795977,,30,
2941,197,3254751,Primary Channel,mwa0000040397395,,30,
2942,197,3245963,José Rodriguez,mwa0000040324705,,30,
2943,197,3250964,Primary Channel,mwa0000040366725,,30,
2944,197,3250944,ESP32 Primary Channel,mwa0000040367411,,30,
2945,197,3232965,Vibration Monitoring...,mwa0000040031195,,30,
2946,197,3250883,Assignment II,mwa0000040366702,,30,
2947,197,3254724,c02,mwa0000040397202,,30,
2948,197,3254653,Smart Home Weather S...,mwa0000040396350,,30,
2949,197,2731582,Fotometro AAP,mwa0000034727991,,30,
2950,197,3239355,ThinkSpeakTest,mwa0000018508486,,30,
2951,197,3076880,teplota kotle výstup,mwa0000038764790,,30,
2952,197,1668265,North Potomac Weather,vipulkumarp1,,30,
