N,Page,ID,Name,Author,Description,Tags,Sensors
2465,165,3222083,Medidor de Voltaje,mwa0000040069806,,[],[]
2466,165,3204382,Polyimide Cure Monitor,KFlukerJr,,[],[]
2467,165,3126673,BME/PMS2,mwa0000036223383,,[],[]
2468,165,3258479,motor project,mwa0000040420833,,[],[]
2469,165,3258222,Smart Gadget,mwa0000040355231,,[],[]
2470,165,3256740,SCD41 Monitor,mwa0000040415064,,[],[]
2471,165,3258407,Mi5,mwa0000040415064,,[],[]
2472,165,3258398,Weather Instrument,OrvRoli,,[],[]
2473,165,3258428,Lab IoT (Los Panchos),mwa0000032954377,,[],[]
2474,165,3258402,Penzion,mwa0000038469451,,[],[]
2475,165,3252172,Team 10,mwa0000040377082,,[],[]
2476,166,3256644,Justin-ESP32,mwa0000027227011,,[],[]
2477,166,3258341,Monitor energetico,mwa0000040424302,,[],[]
2478,166,3242272,computer,mwa0000040289095,,[],[]
2479,166,3258381,traffic and parking ...,mwa0000040425014,,[],[]
2480,166,3242290,Dew Point Measurement,mwa0000040289184,,[],[]
2481,166,3258362,Channel 3258362,mwa0000040424811,,[],[]
2482,166,2887658,ADRIAN SOLAR,mwa0000023451993,,[],[]
2483,166,2011285,zygaria_1,mwa0000028923295,,[],[]
2484,166,2500019,savoulistimotheos_2,mwa0000033625883,,[],[]
2485,166,2500017,savoulistimotheos_1,mwa0000033625883,,[],[]
2486,166,2500020,savoulistimotheos_3,mwa0000033625883,,[],[]
2487,166,3258334,Weather Instrument,mwa0000040424252,,[],[]
2488,166,3258328,Esp8266 DHT11,mwa0000040424182,,[],[]
2489,166,3256819,Structural Vibration...,mwa0000040031195,,[],[]
2490,166,3258294,The best DMI,mwa0000040423671,,[],[]
2491,167,3258306,Viktor and Fabians C...,mwa0000040361588,,[],[]
2492,167,3258300,Communication Networ...,mwa0000040423715,,[],[]
2493,167,3258298,phone_alarm,mwa0000040276967,,[],[]
2494,167,2887307,IoT Analytic Project...,mwa0000030724584,,[],[]
2495,167,3258287,SenseHAT LED display...,mwa0000040128295,,[],[]
2496,167,3258243,Lab1,mwa0000040422961,,[],[]
2497,167,3258280,Gus127,mwa0000040423531,,[],[]
2498,167,3258282,Zaezae,mwa0000040296636,,[],[]
2499,167,3258268,Jason channel,mwa0000040423177,,[],[]
2500,167,3228815,IOT BASED WATER QUAL...,mwa0000040139122,,[],[]
2501,167,3258251,super cool channel,mwa0000040423064,,[],[]
2502,167,2930482,TRAIN SAFETY 2,mwa0000037505420,,[],[]
2503,167,3258248,Temperature and Humi...,mwa0000040423036,,[],[]
2504,167,3258235,Communications,mwa0000040422877,,[],[]
2505,167,3250348,Fan Utilisation and ...,mwa0000040361212,,[],[]
2506,168,3184704,TRAIN SAFETY 1,power009,,[],[]
2507,168,3258223,TEMPERATURA Y HUMEDAD,Angela,,[],[]
2508,168,3258216,esp32_DS18B20_meting2,mwa0000040360534,,[],[]
2509,168,3255897,Canal 1,mwa0000040350721,,[],[]
2510,168,3258176,smart_water_metering...,mwa0000025884188,,[],[]
2511,168,2719758,Dust Monitoring,mwa0000035760035,,[],[]
2512,168,3258049,Física Experimental ...,mwa0000040291953,,[],[]
2513,168,3258035,Física Experimental ...,mwa0000040291953,,[],[]
2514,168,3258025,Física Experimental ...,mwa0000040291953,,[],[]
2515,168,3258191,esp32_ds18b20,mwa0000040360534,,[],[]
2516,168,3256613,Dew Point Experiment,mwa0000040411985,,[],[]
2517,168,3258179,assignment 2,mwa0000040126164,,[],[]
2518,168,3258155,SenseHAT LED Control,mwa0000040126175,,[],[]
2519,168,3258153,SenseHAT Sensor Data,mwa0000040126175,,[],[]
2520,168,3258175,Assignment1-LED-Channel,mwa0000040126169,,[],[]
2521,169,3258164,assignment 1,mwa0000040126164,,[],[]
2522,169,2857749,Radioattività,mwa0000036904606,,[],[]
2523,169,2858412,Radioattività-EXT,mwa0000036904606,,[],[]
2524,169,3258167,TEMP monitoring,mwa0000040421757,,[],[]
2525,169,520875,smart baby  cradle f...,srcembedded,,[],[]
2526,169,3254070,BMS JK,mwa0000040390570,,[],[]
2527,169,2725048,Dew Point Measurement,jntuhceh,,[],[]
2528,169,3187499,Transformer Health a...,mwa0000031452994,,[],[]
2529,169,1335011,Temperature Measurem...,Sharmila28,,[],[]
2530,169,3258103,Air quality sensor,mwa0000036462929,,[],[]
2531,169,2539137,Czujnik 5,mwa0000033928797,,[],[]
2532,169,2539135,Czujnik 4,mwa0000033928797,,[],[]
2533,169,2539132,Czujnik 3,mwa0000033928797,,[],[]
2534,169,2494435,Brama (Livc),mwa0000033573945,,[],[]
2535,169,2494432,Czujnik  2,mwa0000033573945,,[],[]
2536,170,2494430,Czujnik 1,mwa0000033573945,,[],[]
2537,170,1730601,iot tr,mwa0000026484468,,[],[]
2538,170,3250740,Stress_Output,mwa0000033903805,,[],[]
2539,170,3258045,animal repellent,mwa0000040420833,,[],[]
2540,170,3258028,Exp_4,mwa0000040348246,,[],[]
2541,170,3258030,DHT sensor Data,mwa0000037422142,,[],[]
2542,170,3248725,iot,mwa0000040348474,,[],[]
2543,170,2722048,Smart irrigation,mwa0000034323950,,[],[]
2544,170,1606118,AirQo_G548,airqodata02,,[],[]
2545,170,3248868,Data From App,mwa0000040125075,,[],[]
2546,170,3258002,DHT Sensor Data,mwa0000040420539,,[],[]
2547,170,1730588,IOT Ventilator,mwa0000026484468,,[],[]
2548,170,3257934,esp,mwa0000039105792,,[],[]
2549,170,3257970,milan,mwa0000036654521,,[],[]
2550,170,3248751,Get Data From Pi,mwa0000040125075,,[],[]
2551,171,3257771,Water Tank System Demo,mwa0000035265804,,[],[]
2552,171,3257876,Smart Weather Station,mwa0000039083939,,[],[]
2553,171,3257929,rahu,mwa0000036681345,,[],[]
2554,171,3257887,Advait,mwa0000036654520,,[],[]
2555,171,3257847,humidity,mwa0000036654521,,[],[]
2556,171,3257846,temperature,mwa0000036654521,,[],[]
2557,171,3257827,DHT Sensor data,mwa0000040419472,,[],[]
2558,171,3257823,Humidity,mwa0000036681338,,[],[]
2559,171,3257799,Temperature,mwa0000036681338,,[],[]
2560,171,3257819,DHT Sensor Data,mwa0000040419616,,[],[]
2561,171,3257817,DHT Sensor Data,mwa0000040419445,,[],[]
2562,171,3257809,Taha,mwa0000036654547,,[],[]
2563,171,3257795,exp3,mwa0000036654511,,[],[]
2564,171,3257794,wifi,mwa0000036654528,,[],[]
2565,171,3257787,Dev,mwa0000036654548,,[],[]
2566,172,3257783,upen,mwa0000036654542,,[],[]
2567,172,3257742,microbit,mwa0000040419319,,[],[]
2568,172,3257777,Rahul MAdhavani,mwa0000036681345,,[],[]
2569,172,3257775,exp-3,mwa0000036681338,,[],[]
2570,172,3257772,DHT Sensor data,mwa0000040419398,,[],[]
2571,172,3257764,Tanubabyyy,mwa0000036654511,,[],[]
2572,172,3257763,hardi,mwa0000036654528,,[],[]
2573,172,3257723,Wokwi,mwa0000040054825,,[],[]
2574,172,1275176,Telur Puyuh,mwa0000020748217,,[],[]
2575,172,3257663,atelierIOT,mwa0000040418952,,[],[]
2576,172,3257665,Ateliet IOT 2,mwa0000040418844,,[],[]
2577,172,3257664,Ateliet IOT,MomsTheSpike,,[],[]
2578,172,3257420,Temperature and Huma...,mwa0000029725596,,[],[]
2579,172,3257582,Wi-Fi LED,mwa0000040418602,,[],[]
2580,172,3257581,LedTest,mwa0000040418540,,[],[]
2581,173,3257585,WifiLed,mwa0000026984152,,[],[]
2582,173,3257586,WifiLed,mwa0000040418563,,[],[]
2583,173,3257580,Winston's,mwa0000040418549,,[],[]
2584,173,3257587,wifi_LED,mwa0000040418580,,[],[]
2585,173,3209278,Weather_รุ่งเพชร_3_VPD,mwa0000034293403,,[],[]
2586,173,3257491,Water Level Monitori...,mwa0000026525157,,[],[]
2587,173,3257623,LedTest,mwa0000040418543,,[],[]
2588,173,3257575,Ledtest,mwa0000040418567,,[],[]
2589,173,3209277,Weather_รุ่งเพชร_2(ค...,mwa0000034293403,,[],[]
2590,173,3257614,Giro tenperatura + H...,mwa0000040418627,,[],[]
2591,173,3209276,Weather_รุ่งเพชร_1(อ...,mwa0000034293403,,[],[]
2592,173,3257595,test,mwa0000039687989,,[],[]
2593,173,3257590,IR_Activity,mwa0000040408438,,[],[]
2594,173,3239237,Sensirion SEN63C,mwa0000020744350,,[],[]
2595,173,3257415,Alchohol Detection,mwa0000029725596,,[],[]
2596,174,3253458,Cambium_data,gera2345,,[],[]
2597,174,3257413,temp and humidity,mwa0000036461767,,[],[]
2598,174,3229475,SOS contact,mwa0000040148743,,[],[]
2599,174,3187137,Test1,zr6ljk,,[],[]
2600,174,3257467,high and low temp,mwa0000040417251,,[],[]
2601,174,3257368,kmkookko,mwa0000035709390,,[],[]
2602,174,469626,smart health monitering,srcembedded,,[],[]
2603,174,2835120,IOT Based Weather Mo...,mwa0000034535972,,[],[]
2604,174,3257411,Alchohol Detection,mwa0000029725596,,[],[]
2605,174,303007,lara-cardel,srcembedded,,[],[]
2606,174,3257187,Lab 6 Act 1,mwa0000034876607,,[],[]
2607,174,3257241,Lab 6_afiqah,mwa0000035709502,,[],[]
2608,174,3257225,Interfacing ESP32 an...,mwa0000040417428,,[],[]
2609,174,3257170,IOT Lab 5,mwa0000040417239,,[],[]
2610,174,3257374,Temperature Humidity,mwa0000028176242,,[],[]
2611,175,3257211,2403321_Lab6,mwa0000035660686,,[],[]
2612,175,3257232,Interfacing dht11 an...,mwa0000038522988,,[],[]
2613,175,3257294,Lab6,mwa0000035709381,,[],[]
2614,175,3257339,test,mwa0000034599541,,[],[]
2615,175,3257227,INTERFACING DHT11  &...,mwa0000038534237,,[],[]
2616,175,3257281,Naresh,mwa0000040417493,,[],[]
2617,175,3257251,Virtual Shepard,mwa0000034630264,,[],[]
2618,175,3257220,Traffic Management S...,mwa0000038860338,,[],[]
2619,175,3257210,LimShengDa,mwa0000035709572,,[],[]
2620,175,1616094,s,mwa0000024795731,,[],[]
2621,175,3257126,DHT,chvrt568,,[],[]
2622,175,3257020,thingspeak,mwa0000040416594,,[],[]
2623,175,3257010,Channel 3257010,mwa0000040331592,,[],[]
2624,175,3257002,Channel 3257002,mwa0000040331604,,[],[]
2625,175,3256999,CL 10/2/2026,mwa0000040357307,,[],[]
2626,176,3257003,Channel 3257003,mwa0000040357382,,[],[]
2627,176,3256980,Channel 3256980,mwa0000040331611,,[],[]
2628,176,3256997,Channel 3256997,mwa0000040416355,,[],[]
2629,176,3249317,Channel 3249317,mwa0000040357325,,[],[]
2630,176,3256983,Channel 3256983,mwa0000040331620,,[],[]
2631,176,3256996,Channel 3256996,mwa0000040356349,,[],[]
2632,176,3256981,Channel 3256981,mwa0000040331585,,[],[]
2633,176,3249307,Channel 3249307,mwa0000040331573,,[],[]
2634,176,3256992,Channel 3256992,mwa0000040331579,,[],[]
2635,176,3256972,Channel 3256972,mwa0000040357271,,[],[]
2636,176,3256979,Channel 3256979,mwa0000040331581,,[],[]
2637,176,3256988,Channel 3256988,mwa0000040331589,,[],[]
2638,176,3256978,Channel 3256978,mwa0000040331578,,[],[]
2639,176,3256985,Channel 3256985,mwa0000040331596,,[],[]
2640,176,3256994,Channel 3256994,mwa0000040357325,,[],[]
2641,177,3256973,Channel 3256973,mwa0000040331607,,[],[]
2642,177,3256977,Channel 3256977,mwa0000040299937,,[],[]
2643,177,3256975,Channel 3256975,mwa0000040357252,,[],[]
2644,177,3256990,Channel 3256990,mwa0000040331669,,[],[]
2645,177,3256982,Channel 3256982,mwa0000040331630,,[],[]
2646,177,3256976,Channel 3256976,mwa0000040331566,,[],[]
2647,177,2590091,AWD_Farm5_พิจิตร,mwa0000034367250,,[],[]
2648,177,3256859,Channel 13,mwa0000040415891,,[],[]
2649,177,3256869,TEST_溫濕度控制,mwa0000040415937,,[],[]
2650,177,3256871,wei,mwa0000040415898,,[],[]
2651,177,3256863,溫度與濕度感測,mwa0000040415881,,[],[]
2652,177,3256867,溫度與濕度感測,mwa0000040415908,,[],[]
2653,177,3256868,LAI,mwa0000040415883,,[],[]
2654,177,3256864,溫度與濕度感測,mwa0000040415890,,[],[]
2655,177,3252115,Data_Greenhouse,mwa0000040376643,,[],[]
2656,178,3256861,溫濕感測,mwa0000040415916,,[],[]
2657,178,3256866,Temperture & Humidity,mwa0000040415885,,[],[]
2658,178,3256862,none,mwa0000040415936,,[],[]
2659,178,3256836,DHT22,mwa0000040415764,,[],[]
2660,178,3228116,Raspberry Pi data,mwa0000040128342,,[],[]
2661,178,3256833,Ultrasonic,mwa0000040415661,,[],[]
2662,178,3256832,esp32 n dht22,mwa0000040415659,,[],[]
2663,178,3256829,plant monitoring,mwa0000040415567,,[],[]
2664,178,3256773,Sensores mangos,mwa0000040415402,,[],[]
2665,178,3228108,Raspberry Pi data,mwa0000040128342,,[],[]
2666,178,3256762,Demo_IoT,mwa0000028152873,,[],[]
2667,178,3256782,CadenaFrio_GrupoINGETEC,mwa0000030934261,,[],[]
2668,178,3256777,Lab IoT,mwa0000032954377,,[],[]
2669,178,3256768,CadenaFrio_GrupoInnova,mwa0000036771020,,[],[]
2670,178,3256766,Cadena de frío en lo...,mwa0000030893638,,[],[]
2671,179,3256753,Demo_IoT,mwa0000028152873,,[],[]
2672,179,3256752,Lab3_DemoIoT,mwa0000029878007,,[],[]
2673,179,3256749,IoT,mwa0000032954377,,[],[]
2674,179,3256747,Demo_IoT,mwa0000040410422,,[],[]
2675,179,3252396,Projeto integrador,mwa0000039239923,,[],[]
2676,179,3256745,Smart water monitoring,mwa0000037106465,,[],[]
2677,179,3256743,Smart building using...,mwa0000039726059,,[],[]
2678,179,2199622,AIRQO-G5245,airqodata02,,[],[]
2679,179,2830282,AIRQO_G5379,airqodata02,,[],[]
2680,179,2300622,AIRQO_G5280,airqodata02,,[],[]
2681,179,2874905,airqo_g5480,airqodata02,,[],[]
2682,179,2874892,airqo_g5474,airqodata02,,[],[]
2683,179,3255070,4G_HTTP_DHT11,mwa0000040391818,,[],[]
2684,179,2874879,airqo_g5469,airqodata02,,[],[]
2685,179,2874907,airqo_g5482,airqodata02,,[],[]
2686,180,1873248,Airqo_G594,airqodata02,,[],[]
2687,180,2963646,airqo_g5500,airqodata02,,[],[]
2688,180,3256727,plant house,stephenprust,,[],[]
2689,180,2963618,airqo_g5488,airqodata02,,[],[]
2690,180,3256725,Deteccionn de llenad...,mwa0000028857616,,[],[]
2691,180,2295434,Micro redes2,mwa0000031570653,,[],[]
2692,180,907720,Lake House Temps,abbarnes68,,[],[]
2693,180,3256573,EasyAgro SC2,mwa0000040409884,,[],[]
2694,180,911114,TSM,mwa0000016854049,,[],[]
2695,180,3193631,ANTI-THEFT IOT SYSTEM,mwa0000039837444,,[],[]
2696,180,3256698,IV-Kone,mwa0000040413258,,[],[]
2697,180,3256692,Examen_3P_TE_202551_...,mwa0000040413222,,[],[]
2698,180,3256701,Examen_3P_TE_202551_...,mwa0000040413257,,[],[]
2699,180,3256696,Examen_3P_TE_202551_...,mwa0000040340165,,[],[]
2700,180,3256700,Examen_3P_TE_202551_...,mwa0000040413259,,[],[]
2701,181,3256689,Examen_3P_TE_202551_...,mwa0000040252062,,[],[]
2702,181,3256682,Examen_3P_TE_202551_...,mwa0000040222888,,[],[]
2703,181,3256690,Examen_3P_TE_202551_...,mwa0000040391528,,[],[]
2704,181,3256683,Examen_3P_TE_202551_...,mwa0000040283727,,[],[]
2705,181,3237913,Examen_3P_TE_202551_...,mwa0000026939553,,[],[]
2706,181,3256685,Sistema Alerta Servi...,mwa0000040194492,,[],[]
2707,181,3256679,Examen_3P_TE_202551_...,mwa0000040412241,,[],[]
2708,181,2874910,airqo_g5483,airqodata02,,[],[]
2709,181,3256662,Горелка 1 мВат,mwa0000036894984,,[],[]
2710,181,3256636,STM32_ESP8266,mwa0000040412618,,[],[]
2711,181,1052088,StazioneMeteo,zigolo,,[],[]
2712,181,3254912,Channel 3254912,mwa0000040399479,,[],[]
2713,181,3249157,Control Pileta pH,mwa0000034724226,,[],[]
2714,181,3256623,Weather Monitor,mwa0000040374799,,[],[]
2715,181,3249284,Monitoring,mwa0000040356784,,[],[]
2716,182,2966662,Sistem Pemantauan Da...,mwa0000036975343,,[],[]
2717,182,3254680,Helper Hat,mwa0000035812128,,[],[]
2718,182,2506736,Pomiary Gliwice,mwa0000020827931,,[],[]
2719,182,3249232,ARQ III,mwa0000040356417,,[],[]
2720,182,1012150,POSTURE SYSTEM,ThingspeakP,,[],[]
2721,182,3230615,Air Quality Health M...,mwa0000039978434,,[],[]
2722,182,1667488,Meteo WO - Nano1 - 2...,patrickkamiel,,[],[]
2723,182,3256540,CadenaFrio_Catedratico,mwa0000040410422,,[],[]
2724,182,1427945,DOT Oil Quality Moni...,sunilbshinde,,[],[]
2725,182,2266739,AIRQO_G5249,airqodata02,,[],[]
2726,182,3247590,HOME  AUTOMATION,mwa0000040337212,,[],[]
2727,182,3243503,Monitoraggio impiant...,mwa0000029375804,,[],[]
2728,182,3256471,ANABYSSOS,mwa0000038607350,,[],[]
2729,182,3256489,data from app,mwa0000040263126,,[],[]
2730,182,3256486,data from app,mwa0000040263099,,[],[]
2731,183,3256499,Data From APP,mwa0000040263098,,[],[]
2732,183,3256484,Data from App,mwa0000040263121,,[],[]
2733,183,3256488,09022006,mwa0000040263115,,[],[]
2734,183,3239765,Data from app,mwa0000040263120,,[],[]
2735,183,3239869,ass1,mwa0000040263099,,[],[]
2736,183,3203635,Smart Irrigation plants,mwa0000028847049,,[],[]
2737,183,512607,smart multifloor par...,srcembedded,,[],[]
2738,183,3256461,fn,mwa0000028822730,,[],[]
2739,183,250975,Vlara agg ESPNOW,srcembedded,,[],[]
2740,183,3253947,Channel 3253947,mwa0000038513168,,[],[]
2741,183,1006415,MONITORING OF MINING...,ThingspeakP,,[],[]
2742,183,3240395,Iot for iot,mwa0000040272230,,[],[]
2743,183,3256426,NVE DATA,mwa0000040052286,,[],[]
2744,183,3256422,test,mwa0000040052416,,[],[]
2745,183,3256423,NVE DATA,mwa0000040052298,,[],[]
2746,184,3256415,ENV DATA,mwa0000040052327,,[],[]
2747,184,3256416,ENV Data,mwa0000040052301,,[],[]
2748,184,3220339,TempandHumid,mwa0000040052274,,[],[]
2749,184,3237245,Temp monitoring,mwa0000036236930,,[],[]
2750,184,3240317,TempandHumid,mwa0000040271734,,[],[]
2751,184,3220365,TemperatureHumidity,mwa0000040052428,,[],[]
2752,184,3248355,test2,mwa0000040052339,,[],[]
2753,184,3248987,TELEMETRÍA,Angela,,[],[]
2754,184,3103098,EV Charging Road,mwa0000038696038,,[],[]
2755,184,3256421,LED,mwa0000035571131,,[],[]
2756,184,2034813,acasa_indoor,adrianandrei44,,[],[]
2757,184,3256278,MANUAL CONTROL,mwa0000040225720,,[],[]
2758,184,3256266,gasQ,mwa0000040408135,,[],[]
2759,184,3256249,Monitor PC Practica 1,mwa0000040239714,,[],[]
2760,184,2461593,SOLARY -GARAŻ,ardu19071950,,[],[]
2761,185,2920489,eWON,mwa0000037038962,,[],[]
2762,185,3256235,pwm,mwa0000040407841,,[],[]
2763,185,3247325,IoT-jaakaappi,mwa0000040335580,,[],[]
2764,185,3256230,dht,mwa0000040407841,,[],[]
2765,185,3217387,STHC,mwa0000032799120,,[],[]
2766,185,3217389,STHD,mwa0000032799120,,[],[]
2767,185,2765612,STHB,mwa0000032799120,,[],[]
2768,185,3256003,IOT,mwa0000036852654,,[],[]
2769,185,3256196,dht,mwa0000040407517,,[],[]
2770,185,3255058,Klimaregelung,mwa0000040401671,,[],[]
2771,185,2036374,愛河,mwa0000029068820,,[],[]
2772,185,3256151,Animal detection iot...,mwa0000040407225,,[],[]
2773,185,3256159,BATTERY MANAGEMENT S...,mwa0000040406625,,[],[]
2774,185,3255807,Raspberry Pi Interface,mwa0000035750210,,[],[]
2775,185,3255570,Channel 3255570,mwa0000036601356,,[],[]
2776,186,3256036,IOT ENABLED SMART EL...,mwa0000040406034,,[],[]
2777,186,3255992,Robot Sensor,mwa0000040406571,,[],[]
2778,186,3255985,IOT DATA,mwa0000040406625,,[],[]
2779,186,3229771,Room_Humidity,mwa0000040112343,,[],[]
2780,186,3226864,Room Monitor,mwa0000040112343,,[],[]
2781,186,3237382,VIKAS,elegantashok,,[],[]
2782,186,2339400,AIRQO_G5311,airqodata02,,[],[]
2783,186,3255898,AppleChannel,mwa0000040334294,,[],[]
2784,186,3250578,Smart energy mangeme...,mwa0000002459743,,[],[]
2785,186,3255883,Alcohol Detection,mwa0000028176242,,[],[]
2786,186,3255877,alcohol detection,mwa0000036461767,,[],[]
2787,186,3255882,Alchohol Detection,mwa0000029725596,,[],[]
2788,186,3255694,Lab 6,mwa0000036598650,,[],[]
2789,186,3255682,WU QIN CHENG,mwa0000034857257,,[],[]
2790,186,3247904,ESP32&DHT22,mwa0000040296530,,[],[]
2791,187,3253709,DHT11,mwa0000040386652,,[],[]
2792,187,3255729,IoT project,mwa0000033333482,,[],[]
2793,187,3255655,Lab6,mwa0000034853645,,[],[]
2794,187,3255653,Lab_6,mwa0000034853536,,[],[]
2795,187,3255744,Channel 3255744,mwa0000029926701,,[],[]
2796,187,3253719,DHT11,mwa0000040386475,,[],[]
2797,187,3255731,COMP&ROBOTICS_FINAL ...,mwa0000038921248,,[],[]
2798,187,3255456,jayaultrapromax,mwa0000040386638,,[],[]
2799,187,3255606,pavan,mwa0000040404873,,[],[]
2800,187,3255453,VDT,mwa0000040386652,,[],[]
2801,187,3255772,LED,mwa0000040393973,,[],[]
2802,187,3255659,Jutonnng,mwa0000036601391,,[],[]
2803,187,3255566,IoT - 2401461,mwa0000034850314,,[],[]
2804,187,3255730,project,mwa0000039566772,,[],[]
2805,187,3255656,jl,mwa0000036603023,,[],[]
2806,188,3254938,Guzman,mwa0000040399755,,[],[]
2807,188,3255651,temp,mwa0000040404350,,[],[]
2808,188,3255474,REXXX,mwa0000036604222,,[],[]
2809,188,3255604,temp,mwa0000040404294,,[],[]
2810,188,3253721,LEDEMO,mwa0000040386693,,[],[]
2811,188,3246717,Aithagoni Sowmya,mwa0000040332814,,[],[]
2812,188,3246681,sandy,mwa0000040332866,,[],[]
2813,188,3255582,led,mwa0000040386621,,[],[]
2814,188,3255538,temperature,mwa0000040404261,,[],[]
2815,188,3255597,TEMP,mwa0000040404323,,[],[]
2816,188,3255524,IOT EX 4,mwa0000040399719,,[],[]
2817,188,3255568,Lab6,mwa0000036607761,,[],[]
2818,188,3255532,tempertature1,mwa0000038112611,,[],[]
2819,188,3252504,PET Tracker,mwa0000040382698,,[],[]
2820,188,3255451,Temp,mwa0000040404637,,[],[]
2821,189,3255485,ir_sensor_alert,mwa0000036398047,,[],[]
2822,189,3255343,Virtual IR Sensor,mwa0000036398047,,[],[]
2823,189,3255449,雲端叫號系統,mwa0000040403304,,[],[]
2824,189,3255447,雲端叫號,mwa0000040403484,,[],[]
2825,189,3255444,Hospital,mwa0000040403398,,[],[]
2826,189,3255446,temp,mwa0000038112611,,[],[]
2827,189,3255445,雲端叫號系統,mwa0000040403433,,[],[]
2828,189,3255443,醫院叫號服務,mwa0000024419204,,[],[]
2829,189,3255441,雲端叫號,mwa0000040403297,,[],[]
2830,189,3255436,醫院叫號,mwa0000040403307,,[],[]
2831,189,3255437,Hospital,mwa0000040403296,,[],[]
2832,189,3255438,Hospital,mwa0000040403300,,[],[]
2833,189,3255439,Hospital,mwa0000040403256,,[],[]
2834,189,3255435,雲端叫號系統,mwa0000040403293,,[],[]
2835,189,3255434,叫號系統,mwa0000025194650,,[],[]
2836,190,3255433,雲端叫號,wintone5782,,[],[]
2837,190,3255425,ThingSpeak 雲端叫號系統,mwa0000040403292,,[],[]
2838,190,3255429,雲端叫號系統,mwa0000040403262,,[],[]
2839,190,3255430,雲端帳號系統,mwa0000040403263,,[],[]
2840,190,3255431,雲端叫號,mwa0000040403342,,[],[]
2841,190,3255428,ThingSpeak Call Number,mwa0000040403251,,[],[]
2842,190,3255427,雲端叫號,mwa0000040403305,,[],[]
2843,190,3255426,雲端叫號,wujackymp,,[],[]
2844,190,3255421,醫院叫號,mwa0000040403283,,[],[]
2845,190,3255417,雲端叫號系統,wjm19760325,,[],[]
2846,190,3255418,hosptial,mwa0000028011214,,[],[]
2847,190,3255419,雲端叫號系統,mwa0000040403223,,[],[]
2848,190,3255397,day6.2,mwa0000040404415,,[],[]
2849,190,3254939,GPS + MPU6050 Tracker,mwa0000040399884,,[],[]
2850,190,3254956,Respiratory analysis,mwa0000032692295,,[],[]
